"_id","a23ConvDate","a23RegDate","a23UserID","aadharApproved","ace_level","aceLevelUpdatedAt","address","appleId","avatar","bankImage","bankList","bon","code","contactPreferences","country","currentAceLevel","currentAceLevelName","currentTotalAcePoints","device_id","disableRedeemCancelFlag","displayName","dob","email","emailVerified","exp","extraCash","facebookId","funBalance","gender","googleId","holdAcePoints","idfyRequestID","ip","kyc1","kyc2","kyc3","kyc4","kycDocApprovedAt","kycDocApprovedBy","kycDocNumber","kycDocStatus","kycDocType","kycMessage","kycStatus","kycUpdatedAt","kycUserName","lastAceLevel","lastActiveDate","LastDepositAmount","lastMobileVerificationDate","level","levelno","manualRedeemAvailable","maxAceLevel","maxTotalAcePoints","mobile","mobileMatch","mobileVerified","name","onfidoRequestID","panApproved","panImage","panName","panNumber","panStatus","password","passwordStrength","playerStatus","postalCode","preferredLanguage","razorpayRequestID","recommendedGames","refereeId","referralFraudFlag","referralMute","region","registrationIp","screenName","secondInningsTeamCount","selfieKyc","setPassword","source","state","status","subscriptionType","tdsStatus","teamname","teamNameChangeAvailable","tnx","total","totalContextCount","totalDeposits","totalDepositsCount","totalMatchCountList","totalRedeem","totalRedeemCount","totalSeriesCount","totalSeriesCountList","totalTeamCount","totalWin","totalWinnings","updatedAt","userCode","userName","username","win","win_pending"
"1933d0c2b94694ae","1597938200000","1597937880000","kUy0204-deleted","false","1","1597938200000","hydhsakhdka kjds","undefined-deleted","jdlasdjinkznad","","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}}]","3","4J4PQJ-deleted","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","shtest1-deleted","ipwpqiwljIAJL","122HJ@mail.com","true","0","4","undefined-deleted'","5000","Female","undefined-deleted","60","","11.22.33.44","true","true","true","false","1589475813000","Kusumlatha.Jain","ka5320170001366","approved","driving-licence","Your PAN Is Verified","approved","1598052259000","M H R","1","1633367422000","","1673005529931","","bronze","true","1","49","'+911999999999-deleted","A","true","M H R","","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","deleted","600091","malayalam","","[{""S"":""124""}]","[{""M"":{""id"":{""S"":""v2i7csvdhvv3irk""},""referralFraudFlag"":{""BOOL"":false}}}]","false","false","Tamil Nadu","12.23.34.45","shtest1-deleted","18","","false","a23","Tamil Nadu","false","regular-deleted","approved","kuy0204-deleted","false","2","10","1","950","5","[{""N"":""218973""}]","400","2","1","[{""S"":""5144""}]","7","12","64200","1674279994691","1933d0c2b94694ae","kuy0204-deleted","kuy0204","1","0"
"755f8f1a1527a404","1597938200000","1597937880000","kUy0204-deleted","false","1","1597938200000","hydhsakhdka kjds","undefined-deleted","jdlasdjinkznad","empty","","3","4J4PQJ-deleted","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","shtest2-deleted","ipwpqiwljIAJSL","122HJ@mail.com","false","0","744","undefined-deleted'","5000","Female","undefined-deleted","60","","11.22.33.44","true","true","false","true","1459852565000","Ajaz.S","DLFAP13130232007","approved","driving-licence","Your PAN Is Verified","approved","1673615199415","M H R","1","1633367422000","","1677230302060","","bronze","true","1","49","'+919162778765-deleted","A","true","M H R","27db9176-3492-439c-8cbf-93bc63c28cac","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","deleted","600091","","fav_LGLRphxtjf4yxE","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","shtest2-deleted","","false","false","a23","Tamil Nadu","false","pseudo-deleted","approved","kuy0204-deleted","false","2","750","0","950","5","","400","2","","","","0","30000","1677230302060","755f8f1a1527a404","kuy0204-deleted","kuy0204","1","0"
"4bc5db45099970a5","1597938200000","1597937880000","kUy0204","false","1","1597938200000","hydhsakhdka kjds","","jdlasdjinkznad","empty","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}},{""M"":{""bankUpdatedAt"":{""N"":""1676382243742""},""createdAt"":{""N"":""1676382243742""},""bankApproved"":{""BOOL"":false},""razorpayRequestID"":{""S"":""fav_LGLShpTZXUe2jS""},""bankStatus"":{""S"":""processing""},""accountName"":{""S"":""Not Available""},""pennyDropStatus"":{""S"":""created""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhhhhkkkkk""},""isActive"":{""BOOL"":false},""ifscCode"":{""S"":""ICIC0000009""},""bankImage"":{""S"":""empty""}}},{""M"":{""bankUpdatedAt"":{""N"":""1676382255636""},""createdAt"":{""N"":""1676382255636""},""bankApproved"":{""BOOL"":false},""razorpayRequestID"":{""S"":""fav_LGLSupvgT1QSfF""},""bankStatus"":{""S"":""processing""},""accountName"":{""S"":""Not Available""},""pennyDropStatus"":{""S"":""created""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhhhhkkkkkl""},""isActive"":{""BOOL"":false},""ifscCode"":{""S"":""ICIC0000009""},""bankImage"":{""S"":""empty""}}}]","0","4J4PQJ","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","shtest4","ipwpqiwljIAJSL","122HJ@mail.com","true","0","0","","5000","Female","","60","","11.22.33.44","true","true","true","true","1458289245000","Mallikarjun.D","FTN63Z0030852007","approved","driving-licence","Your PAN Is Verified","approved","1598052259000","M H R","1","1633367422000","","1678427603787","","bronze","true","1","49","'+919162778765","A","true","M H R","0b7ac5a8-da9c-4f07-8940-d06309b9724f","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","","600091","","fav_LGLSupvgT1QSfF","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","shtest4","","false","false","a23","Tamil Nadu","true","pseudo","approved","kuy0204","false","420","1021","0","950","5","","400","2","","","","0","0","1678427604764","4bc5db45099970a5","","kuy0204","601","0"
"d7874a5ec86af3b7","1597938200000","1597937880000","kUy0204-deleted","false","1","1597938200000","hydhsakhdka kjds","undefined-deleted","jdlasdjinkznad","","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}}]","0","4J4PQJ-deleted","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","shtest5-deleted","ipwpqiwljIAJSL","122HJ@mail.com","false","0","0","undefined-deleted'","5000","Female","undefined-deleted","60","","11.22.33.44","true","true","true","true","1589475813000","Kusumlatha.Jain","ka5320170001366","approved","driving-licence","Your PAN Is Verified","approved","1598052259000","M H R","1","1633367422000","","","","bronze","true","1","49","'+919162778765-deleted","A","true","M H R","","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","deleted","600091","","","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","shtest5-deleted","","","false","a23","Tamil Nadu","false","regular-deleted","approved","kuy0204-deleted","false","0","1","0","950","5","","400","2","","","","0","0","1633364413000","d7874a5ec86af3b7","kuy0204-deleted","kuy0204","1","0"
"77df2b397de94bf3","1597938200000","1597937880000","kUy0204","false","1","1597938200000","Kureel Bhawan Naka Chandrawadni Main Road Gwalior Madhya Pradesh 474009","","jdlasdjinkznad","","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}}]","0","4J4PQJ","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","kuy0204","ipwpqiwljIAJSL","122HJ@mail.com","false","720","5","","5000","","","60","0a343b8b-c9ba-4ed2-b975-30af3f7cd69e","11.22.33.44","true","true","true","false","1675346122839","idfy-auto","","rejected","","Your KYC submission has been rejected. Please email at info@a23.com if you have any queries.","approved","1674649415956","","1","1633367422000","1000","1680073074481","11","bronze","true","1","49","'+911234567890","A","true","M H R","fccb221a-ffb1-4a97-8779-09c99742fa11","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","","600091","","","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","kuy0204","5","false","false","a23","Tamil Nadu","true","premium","approved","kuy0204","false","2500","14506","11","3450","12","[{""N"":""222454""},{""N"":""224588""},{""N"":""221585""},{""N"":""224589""}]","400","2","3","[{""S"":""5288""},{""S"":""5185""},{""S"":""5263""}]","14","1","12000","1680073074481","77df2b397de94bf3","","kuy0204","12001","0"
"c9afdf9e5c6022f0","1597938200000","1597937880000","kUy0204","false","1","1597938200000","hydhsakhdka kjds","","jdlasdjinkznad","","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}}]","0","4J4PQJ","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","kuy0204","ipwpqiwljIAJSL","122HJ@mail.com","true","0","0","","5000","Female","","60","","11.22.33.44","true","true","true","","","","","","","Your PAN Is Verified","approved","1598052259000","","1","1633367422000","","","","bronze","true","1","49","'+911234567890","A","true","M H R","","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","","600091","","","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","kuy0204","","","false","a23","Tamil Nadu","true","premium","approved","kuy0204","false","0","1","0","950","5","","400","2","","","","0","0","1633364413000","c9afdf9e5c6022f0","","kuy0204","1","0"
"890684ba36853997","1597938200000","1597937880000","kUy0204","false","1","1597938200000","hydhsakhdka kjds","","jdlasdjinkznad","","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}}]","0","4J4PQJ","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","kuy0204","ipwpqiwljIAJSL","122HJ@mail.com","true","0","0","","5000","Female","","60","","11.22.33.44","true","true","true","","","","","","","Your PAN Is Verified","approved","1598052259000","","1","1633367422000","","","","bronze","true","1","49","'+911234567890","A","true","M H R","","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","","600091","","","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","kuy0204","","","false","a23","Tamil Nadu","true","premium","approved","kuy0204","false","0","1","0","950","5","","400","2","","","","0","0","1633364413000","890684ba36853997","","kuy0204","1","0"
"30b73ae511d81d82","1597938200000","1597937880000","kUy0204","false","1","1597938200000","hydhsakhdka kjds","","jdlasdjinkznad","","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}}]","0","4J4PQJ","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","kuy0204","ipwpqiwljIAJSL","122HJ@mail.com","true","0","0","","5000","Female","","60","","11.22.33.44","true","true","true","","","","","","","Your PAN Is Verified","approved","1598052259000","","1","1633367422000","","","","bronze","true","1","49","'+911234567890","A","true","M H R","","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","","600091","","","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","kuy0204","","","false","a23","Tamil Nadu","true","premium","approved","kuy0204","false","0","1","0","950","5","","400","2","","","","0","0","1633364413000","30b73ae511d81d82","","kuy0204","1","0"
"e4cb696ff9fe77b8","1597938200000","1597937880000","kUy0204","false","1","1597938200000","hydhsakhdka kjds","","jdlasdjinkznad","","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}}]","0","4J4PQJ","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","kuy0204","ipwpqiwljIAJSL","122HJ@mail.com","false","0","0","","5000","Female","","60","","11.22.33.44","true","true","true","","","","","","","Your PAN Is Verified","approved","1598052259000","","1","1633367422000","","","","bronze","true","1","49","'+911234567890","A","true","M H R","","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","","600091","","","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","kuy0204","","","false","a23","Tamil Nadu","true","premium","approved","kuy0204","false","0","1","0","950","5","","400","2","","","","0","0","1633364413000","e4cb696ff9fe77b8","","kuy0204","1","0"
"282e54fa43927735","1597938200000","1597937880000","kUy0204","false","1","1597938200000","hydhsakhdka kjds","","jdlasdjinkznad","","[{""M"":{""bankUpdatedAt"":{""N"":""1597948200000""},""bankApproved"":{""BOOL"":true},""bankStatus"":{""S"":""approved""},""accountName"":{""S"":""Savings""},""bankName"":{""S"":""ICICI Bank""},""accountNumber"":{""S"":""hhhhhhhhhh""},""isActive"":{""BOOL"":true},""ifscCode"":{""S"":""ICIC0000009""}}}]","0","4J4PQJ","{""language2"":{""S"":""Tamil""},""language1"":{""S"":""English""},""mobile"":{""BOOL"":true},""sms"":{""BOOL"":true},""fromTime"":{""NULL"":true},""email"":{""BOOL"":true},""toTime"":{""NULL"":true},""postOffice"":{""BOOL"":true},""pushNotification"":{""BOOL"":true}}","India","1","bronze","49","oiois8w9qw0w","false","kuy0204","ipwpqiwljIAJSL","122HJ@mail.com","true","0","0","","5000","Female","","60","","11.22.33.44","true","true","true","","","","","","","Your PAN Is Verified","approved","1598052259000","","1","1633367422000","","","","bronze","true","1","49","'+911234567890","A","true","M H R","","true","uiooasjkkkahsd.png","M H R","hhsbbhshh","approved","hjdglakdldgwidhlHD","110","","600091","","","[{""S"":""124""}]","","false","false","Tamil Nadu","12.23.34.45","kuy0204","","","false","a23","Tamil Nadu","true","premium","approved","kuy0204","false","0","1","0","950","5","","400","2","","","","0","0","1633364413000","282e54fa43927735","","kuy0204","1","0"
